evaluation,outer_group,regressor,feature_block,n_test,selected_params,mae,rmse,median_absolute_error,r2,P0,P3,P4,delta_04,delta_34
LODO,spambase,HGBR,P0,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.049216149972926,0.0789754239159592,0.0283773647492756,-0.1616584156708083,0.049216149972926,0.0976243223362311,0.0503043260170173,-0.0010881760440913033,0.0473199963192138
LODO,waveform,HGBR,P0,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0252522752728171,0.0292516738389707,0.0255708073935285,-3.860726946845543,0.0252522752728171,0.0347118199217416,0.0256107249867153,-0.00035844971389820124,0.009101094935026297
LODO,breast_cancer_wisconsin_diagnostic,HGBR,P3,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",0.0988845112344852,0.1546037906983517,0.0571391196390176,-0.3089156965022468,0.0910328379055074,0.0988845112344852,0.0876893026919653,0.0033435352135420954,0.011195208542519902
LODO,glass,HGBR,P3,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",0.0844480047822226,0.1011079624937682,0.0824780536106604,-4.486592236702954,0.0421116218371742,0.0844480047822226,0.0436407957801225,-0.0015291739429482976,0.0408072090021001
LODO,human_activity_recognition,HGBR,P3,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0233528270264006,0.0293375474357202,0.0187901826211237,-1.301798431690275,0.0338796671065022,0.0233528270264006,0.0242135508149728,0.009666116291529397,-0.0008607237885722013
LODO,iris,HGBR,P3,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.1219878029553337,0.152012055183135,0.1018166365799108,-0.1848371544343301,0.1161985898216668,0.1219878029553337,0.1152960949734225,0.0009024948482442979,0.006691707981911196
LODO,letter_recognition,HGBR,P3,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0.0636210043379354,0.0795244649893733,0.0651860364019492,-9.41841810565508,0.0247592874453245,0.0636210043379354,0.0393295366536978,-0.014570249208373302,0.024291467684237594
LODO,madelon,HGBR,P3,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0750592992643681,0.079157987839433,0.0777434158153474,-113.69961684108203,0.0193571289701171,0.0750592992643681,0.0541261620953309,-0.0347690331252138,0.020933137169037205
LODO,mice_protein_expression,HGBR,P3,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0235256478966395,0.0335073402306018,0.0154924349923926,-0.2188698882384681,0.0329183412591549,0.0235256478966395,0.0232418591581649,0.009676482100990001,0.00028378873847459754
LODO,pendigits,HGBR,P3,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0561651383370121,0.0793635285062514,0.0357815465389294,-0.1641862689194493,0.0510202108044748,0.0561651383370121,0.0510456873359664,-2.5476531491597232e-05,0.005119451001045702
LODO,satimage,HGBR,P3,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0.0485031727491413,0.0626543190482317,0.0362151028571828,-0.7070579466572167,0.0364153262588132,0.0485031727491413,0.0345355592836171,0.0018797669751960955,0.0139676134655242
LODO,sonar,HGBR,P3,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0392269700699301,0.0596294893993691,0.0256843047923246,-0.6343200546929924,0.0382945250933007,0.0392269700699301,0.0617028552162557,-0.023408330122955,-0.0224758851463256
LODO,spambase,HGBR,P3,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0976243223362311,0.1166413354099482,0.1008245069242196,-1.5339583831137733,0.049216149972926,0.0976243223362311,0.0503043260170173,-0.0010881760440913033,0.0473199963192138
LODO,waveform,HGBR,P3,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0347118199217416,0.0393083623008118,0.0337631816028335,-7.777476612038708,0.0252522752728171,0.0347118199217416,0.0256107249867153,-0.00035844971389820124,0.009101094935026297
LODO,breast_cancer_wisconsin_diagnostic,HGBR,P4,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0876893026919653,0.1377580655996619,0.0557641545889875,-0.0392151542870964,0.0910328379055074,0.0988845112344852,0.0876893026919653,0.0033435352135420954,0.011195208542519902
LODO,glass,HGBR,P4,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0436407957801225,0.0566658948268379,0.032024864570668,-0.7233578619974004,0.0421116218371742,0.0844480047822226,0.0436407957801225,-0.0015291739429482976,0.0408072090021001
LODO,human_activity_recognition,HGBR,P4,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0242135508149728,0.0325218471214132,0.0176265866951819,-1.8285905629498265,0.0338796671065022,0.0233528270264006,0.0242135508149728,0.009666116291529397,-0.0008607237885722013
LODO,iris,HGBR,P4,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.1152960949734225,0.1477988571721838,0.0798900065539134,-0.1200689421944478,0.1161985898216668,0.1219878029553337,0.1152960949734225,0.0009024948482442979,0.006691707981911196
LODO,letter_recognition,HGBR,P4,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",0.0393295366536978,0.0480813861410437,0.0357217577181071,-2.8085023613594737,0.0247592874453245,0.0636210043379354,0.0393295366536978,-0.014570249208373302,0.024291467684237594
LODO,madelon,HGBR,P4,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0541261620953309,0.0697312273851708,0.0433741439606601,-88.00760065267663,0.0193571289701171,0.0750592992643681,0.0541261620953309,-0.0347690331252138,0.020933137169037205
LODO,mice_protein_expression,HGBR,P4,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0232418591581649,0.03352842060901,0.015811947748872,-0.2204040190151561,0.0329183412591549,0.0235256478966395,0.0232418591581649,0.009676482100990001,0.00028378873847459754
LODO,pendigits,HGBR,P4,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0510456873359664,0.0724719842713999,0.0291394188274317,0.0292199544627226,0.0510202108044748,0.0561651383370121,0.0510456873359664,-2.5476531491597232e-05,0.005119451001045702
LODO,satimage,HGBR,P4,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0345355592836171,0.0492835206064607,0.0195819471589515,-0.0562085626174551,0.0364153262588132,0.0485031727491413,0.0345355592836171,0.0018797669751960955,0.0139676134655242
LODO,sonar,HGBR,P4,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0617028552162557,0.0871408336361473,0.040551275225808,-2.4902645762064743,0.0382945250933007,0.0392269700699301,0.0617028552162557,-0.023408330122955,-0.0224758851463256
LODO,spambase,HGBR,P4,350,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0503043260170173,0.078898950342437,0.0301686622856869,-0.1594097880627669,0.049216149972926,0.0976243223362311,0.0503043260170173,-0.0010881760440913033,0.0473199963192138
LODO,waveform,HGBR,P4,350,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0.0256107249867153,0.0348551207611445,0.0172598068262465,-5.901332693003156,0.0252522752728171,0.0347118199217416,0.0256107249867153,-0.00035844971389820124,0.009101094935026297
LODO,breast_cancer_wisconsin_diagnostic,Ridge,P0,350,"{""alpha"": 10000.0}",0.0904181199429467,0.1459114342973086,0.0458634124618982,-0.1658697999759899,0.0910328379055074,0.0988845112344852,0.0876893026919653,0.0033435352135420954,0.011195208542519902
LODO,glass,Ridge,P0,350,"{""alpha"": 10000.0}",0.0354527731029024,0.0483490708431858,0.0270952618767893,-0.2546085187367817,0.0421116218371742,0.0844480047822226,0.0436407957801225,-0.0015291739429482976,0.0408072090021001
LODO,human_activity_recognition,Ridge,P0,350,"{""alpha"": 10000.0}",0.0184555893506079,0.0229969571639838,0.0179017853836566,-0.414361521887729,0.0338796671065022,0.0233528270264006,0.0242135508149728,0.009666116291529397,-0.0008607237885722013
LODO,iris,Ridge,P0,350,"{""alpha"": 10000.0}",0.1087030420638303,0.1435653185350003,0.0747781574300611,-0.0568215995168335,0.1161985898216668,0.1219878029553337,0.1152960949734225,0.0009024948482442979,0.006691707981911196
LODO,letter_recognition,Ridge,P0,350,"{""alpha"": 10000.0}",0.0205359258617083,0.0278220834077258,0.0164204493603631,-0.275203707619982,0.0247592874453245,0.0636210043379354,0.0393295366536978,-0.014570249208373302,0.024291467684237594
LODO,madelon,Ridge,P0,350,"{""alpha"": 10000.0}",0.0172680166921049,0.018818214847613,0.0166295717330966,-5.482302892612842,0.0193571289701171,0.0750592992643681,0.0541261620953309,-0.0347690331252138,0.020933137169037205
LODO,mice_protein_expression,Ridge,P0,350,"{""alpha"": 10000.0}",0.0272562345994883,0.0355044437710758,0.021882787074915,-0.3684938924571954,0.0329183412591549,0.0235256478966395,0.0232418591581649,0.009676482100990001,0.00028378873847459754
LODO,pendigits,Ridge,P0,350,"{""alpha"": 10000.0}",0.0517274507376586,0.074841577151459,0.024192545259439,-0.0353004381293551,0.0510202108044748,0.0561651383370121,0.0510456873359664,-2.5476531491597232e-05,0.005119451001045702
LODO,satimage,Ridge,P0,350,"{""alpha"": 10000.0}",0.0376163543810947,0.051380285166953,0.0243909740143932,-0.1479930418827233,0.0364153262588132,0.0485031727491413,0.0345355592836171,0.0018797669751960955,0.0139676134655242
LODO,sonar,Ridge,P0,350,"{""alpha"": 10000.0}",0.0382547632419294,0.0597538119351497,0.0237927675020382,-0.6411420021949936,0.0382945250933007,0.0392269700699301,0.0617028552162557,-0.023408330122955,-0.0224758851463256
LODO,spambase,Ridge,P0,350,"{""alpha"": 10000.0}",0.0444901171548567,0.0739393618330819,0.0204812378589542,-0.0182300441735345,0.049216149972926,0.0976243223362311,0.0503043260170173,-0.0010881760440913033,0.0473199963192138
LODO,waveform,Ridge,P0,350,"{""alpha"": 10000.0}",0.0218728912569736,0.0238417437786381,0.0222346781203399,-2.2290577578992368,0.0252522752728171,0.0347118199217416,0.0256107249867153,-0.00035844971389820124,0.009101094935026297
LODO,breast_cancer_wisconsin_diagnostic,Ridge,P3,350,"{""alpha"": 10000.0}",0.090274200618315,0.1466395196953963,0.046264510432035,-0.1775340075466878,0.0910328379055074,0.0988845112344852,0.0876893026919653,0.0033435352135420954,0.011195208542519902
LODO,glass,Ridge,P3,350,"{""alpha"": 10000.0}",0.0364612461780565,0.0495733042693471,0.027546220709471,-0.3189480865461773,0.0421116218371742,0.0844480047822226,0.0436407957801225,-0.0015291739429482976,0.0408072090021001
LODO,human_activity_recognition,Ridge,P3,350,"{""alpha"": 10000.0}",0.0174013565926527,0.0221047061243465,0.0162673061432555,-0.3067399573618203,0.0338796671065022,0.0233528270264006,0.0242135508149728,0.009666116291529397,-0.0008607237885722013
LODO,iris,Ridge,P3,350,"{""alpha"": 10000.0}",0.1088242876414675,0.143663310982309,0.0751377607031827,-0.0582647875971231,0.1161985898216668,0.1219878029553337,0.1152960949734225,0.0009024948482442979,0.006691707981911196
LODO,letter_recognition,Ridge,P3,350,"{""alpha"": 10000.0}",0.0223606619726209,0.0291134477866187,0.0192492280260015,-0.3963283338029533,0.0247592874453245,0.0636210043379354,0.0393295366536978,-0.014570249208373302,0.024291467684237594
LODO,madelon,Ridge,P3,350,"{""alpha"": 10000.0}",0.0269525268270876,0.0281193003525117,0.0273243891916431,-13.473764305166457,0.0193571289701171,0.0750592992643681,0.0541261620953309,-0.0347690331252138,0.020933137169037205
LODO,mice_protein_expression,Ridge,P3,350,"{""alpha"": 10000.0}",0.0267237255046331,0.0350835532730316,0.0211119192039871,-0.3362403502643998,0.0329183412591549,0.0235256478966395,0.0232418591581649,0.009676482100990001,0.00028378873847459754
LODO,pendigits,Ridge,P3,350,"{""alpha"": 10000.0}",0.0517037490148203,0.074759623217406,0.0240766860229662,-0.0330343049987376,0.0510202108044748,0.0561651383370121,0.0510456873359664,-2.5476531491597232e-05,0.005119451001045702
LODO,satimage,Ridge,P3,350,"{""alpha"": 10000.0}",0.0377347609823264,0.0517722595279597,0.0241150196678329,-0.1655756720829715,0.0364153262588132,0.0485031727491413,0.0345355592836171,0.0018797669751960955,0.0139676134655242
LODO,sonar,Ridge,P3,350,"{""alpha"": 10000.0}",0.0381127976712202,0.0596765594071695,0.0237864553597712,-0.6369012547264259,0.0382945250933007,0.0392269700699301,0.0617028552162557,-0.023408330122955,-0.0224758851463256
LODO,spambase,Ridge,P3,350,"{""alpha"": 10000.0}",0.047866899483948,0.0754422401406799,0.0272629785180842,-0.0600434400275102,0.049216149972926,0.0976243223362311,0.0503043260170173,-0.0010881760440913033,0.0473199963192138
LODO,waveform,Ridge,P3,350,"{""alpha"": 10000.0}",0.0215118723360163,0.0234934003656745,0.0218777233759461,-2.135389792459023,0.0252522752728171,0.0347118199217416,0.0256107249867153,-0.00035844971389820124,0.009101094935026297
LODO,breast_cancer_wisconsin_diagnostic,Ridge,P4,350,"{""alpha"": 10000.0}",0.0901449052739945,0.1460502924508115,0.0461364132023147,-0.16808988040824,0.0910328379055074,0.0988845112344852,0.0876893026919653,0.0033435352135420954,0.011195208542519902
LODO,glass,Ridge,P4,350,"{""alpha"": 10000.0}",0.0357438629297789,0.0487281979163369,0.0268439277998614,-0.2743615756273372,0.0421116218371742,0.0844480047822226,0.0436407957801225,-0.0015291739429482976,0.0408072090021001
LODO,human_activity_recognition,Ridge,P4,350,"{""alpha"": 10000.0}",0.0174696811387344,0.0221878267003323,0.0169268192965882,-0.3165859326153764,0.0338796671065022,0.0233528270264006,0.0242135508149728,0.009666116291529397,-0.0008607237885722013
LODO,iris,Ridge,P4,350,"{""alpha"": 10000.0}",0.1085582335687747,0.1433829322128846,0.0756503568043411,-0.054138118975348,0.1161985898216668,0.1219878029553337,0.1152960949734225,0.0009024948482442979,0.006691707981911196
LODO,letter_recognition,Ridge,P4,350,"{""alpha"": 10000.0}",0.0193979935368044,0.0270656308805729,0.015187208168585,-0.2068035513371651,0.0247592874453245,0.0636210043379354,0.0393295366536978,-0.014570249208373302,0.024291467684237594
LODO,madelon,Ridge,P4,350,"{""alpha"": 10000.0}",0.0226132252458771,0.0241002689601609,0.0222561802023795,-9.632031474915914,0.0193571289701171,0.0750592992643681,0.0541261620953309,-0.0347690331252138,0.020933137169037205
LODO,mice_protein_expression,Ridge,P4,350,"{""alpha"": 10000.0}",0.0260930485813694,0.0345274362718586,0.0199449594449491,-0.2942140250622447,0.0329183412591549,0.0235256478966395,0.0232418591581649,0.009676482100990001,0.00028378873847459754
LODO,pendigits,Ridge,P4,350,"{""alpha"": 10000.0}",0.051390841803835,0.0745209728255949,0.0238154825545323,-0.026449452545604,0.0510202108044748,0.0561651383370121,0.0510456873359664,-2.5476531491597232e-05,0.005119451001045702
LODO,satimage,Ridge,P4,350,"{""alpha"": 10000.0}",0.0372593752050862,0.0511830661736787,0.0242836707917738,-0.1391970022804702,0.0364153262588132,0.0485031727491413,0.0345355592836171,0.0018797669751960955,0.0139676134655242
LODO,sonar,Ridge,P4,350,"{""alpha"": 10000.0}",0.0377182492508014,0.0594192125850606,0.0234796389091512,-0.6228138795014024,0.0382945250933007,0.0392269700699301,0.0617028552162557,-0.023408330122955,-0.0224758851463256
LODO,spambase,Ridge,P4,350,"{""alpha"": 1000.0}",0.0501206406288871,0.0767514196389124,0.032806200803369,-0.0971533813589646,0.049216149972926,0.0976243223362311,0.0503043260170173,-0.0010881760440913033,0.0473199963192138
LODO,waveform,Ridge,P4,350,"{""alpha"": 1000.0}",0.0282589186059376,0.0304033460887594,0.030681225505306,-4.251006391157612,0.0252522752728171,0.0347118199217416,0.0256107249867153,-0.00035844971389820124,0.009101094935026297
